Timestamp,Seq,Movement,Phase,Rep,EMG1,EMG2,EMG3,EMG4,EMG5,EMG6
0.0404,12445,Rest,HAZIRLANIYOR...,0,91,69,41,0,0,1
0.0404,12446,Rest,HAZIRLANIYOR...,0,71,76,44,0,0,2
0.0404,12447,Rest,HAZIRLANIYOR...,0,46,81,47,0,0,1
0.0404,12448,Rest,HAZIRLANIYOR...,0,15,83,49,0,3,0
0.0404,12449,Rest,HAZIRLANIYOR...,0,0,83,48,0,0,0
0.0404,12450,Rest,HAZIRLANIYOR...,0,0,81,46,0,0,0
0.0405,12451,Rest,HAZIRLANIYOR...,0,0,75,44,0,0,6
0.0405,12452,Rest,HAZIRLANIYOR...,0,0,67,40,0,0,9
0.0405,12453,Rest,HAZIRLANIYOR...,0,0,56,32,0,0,5
0.0405,12454,Rest,HAZIRLANIYOR...,0,0,44,23,0,0,4
0.0405,12455,Rest,HAZIRLANIYOR...,0,0,31,12,0,0,6
0.0405,12456,Rest,HAZIRLANIYOR...,0,0,16,0,0,0,2
0.0407,12457,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,0
0.0408,12458,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,0
0.0408,12459,Rest,HAZIRLANIYOR...,0,0,0,0,0,6,4
0.0408,12460,Rest,HAZIRLANIYOR...,0,0,0,0,0,5,17
0.0408,12461,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,16
0.0408,12462,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,1
0.0408,12463,Rest,HAZIRLANIYOR...,0,0,0,0,64,0,0
0.0409,12464,Rest,HAZIRLANIYOR...,0,0,0,0,128,0,0
0.0409,12465,Rest,HAZIRLANIYOR...,0,0,0,0,182,0,0
0.0409,12466,Rest,HAZIRLANIYOR...,0,0,0,0,230,0,0
0.0409,12467,Rest,HAZIRLANIYOR...,0,0,0,0,278,2,0
0.0410,12468,Rest,HAZIRLANIYOR...,0,0,0,0,324,3,4
0.0410,12469,Rest,HAZIRLANIYOR...,0,0,0,0,364,3,0
0.0410,12470,Rest,HAZIRLANIYOR...,0,0,0,0,386,2,0
0.0410,12471,Rest,HAZIRLANIYOR...,0,0,0,0,383,2,0
0.0410,12472,Rest,HAZIRLANIYOR...,0,0,0,0,362,2,0
0.0410,12473,Rest,HAZIRLANIYOR...,0,0,0,0,340,3,0
0.0411,12474,Rest,HAZIRLANIYOR...,0,33,0,0,324,2,0
0.0411,12475,Rest,HAZIRLANIYOR...,0,139,0,0,313,0,0
0.0411,12476,Rest,HAZIRLANIYOR...,0,237,12,9,298,0,0
0.0411,12477,Rest,HAZIRLANIYOR...,0,308,28,21,264,0,0
0.0411,12478,Rest,HAZIRLANIYOR...,0,361,44,34,198,0,0
0.0411,12479,Rest,HAZIRLANIYOR...,0,417,60,47,114,0,0
0.0493,12480,Rest,HAZIRLANIYOR...,0,469,74,58,30,0,0
0.0494,12481,Rest,HAZIRLANIYOR...,0,503,85,64,0,0,0
0.0494,12482,Rest,HAZIRLANIYOR...,0,520,93,69,0,0,2
0.0494,12483,Rest,HAZIRLANIYOR...,0,530,98,74,0,0,4
0.0494,12484,Rest,HAZIRLANIYOR...,0,538,102,77,0,0,1
0.0494,12485,Rest,HAZIRLANIYOR...,0,543,102,77,0,0,0
0.0495,12486,Rest,HAZIRLANIYOR...,0,542,98,74,0,0,0
0.0495,12487,Rest,HAZIRLANIYOR...,0,537,89,72,0,1,0
0.0495,12488,Rest,HAZIRLANIYOR...,0,528,79,69,0,1,0
0.0495,12489,Rest,HAZIRLANIYOR...,0,518,67,60,0,0,0
0.0495,12490,Rest,HAZIRLANIYOR...,0,503,52,45,0,1,0
0.0495,12491,Rest,HAZIRLANIYOR...,0,483,34,30,0,3,0
0.0495,12492,Rest,HAZIRLANIYOR...,0,457,17,16,0,9,0
0.0495,12493,Rest,HAZIRLANIYOR...,0,432,1,3,0,13,4
0.0496,12494,Rest,HAZIRLANIYOR...,0,410,0,0,0,7,4
0.0653,12495,Rest,HAZIRLANIYOR...,0,392,0,0,0,0,3
0.0654,12496,Rest,HAZIRLANIYOR...,0,378,0,0,0,0,1
0.0654,12497,Rest,HAZIRLANIYOR...,0,370,0,0,0,2,0
0.0654,12498,Rest,HAZIRLANIYOR...,0,366,0,0,35,4,0
0.0655,12499,Rest,HAZIRLANIYOR...,0,367,0,0,110,4,0
0.0655,12500,Rest,HAZIRLANIYOR...,0,375,0,0,175,8,0
0.0655,12501,Rest,HAZIRLANIYOR...,0,386,0,0,217,11,1
0.0655,12502,Rest,HAZIRLANIYOR...,0,393,0,0,251,3,7
0.0655,12503,Rest,HAZIRLANIYOR...,0,392,0,0,293,0,13
0.0655,12504,Rest,HAZIRLANIYOR...,0,382,0,0,338,0,9
0.0655,12505,Rest,HAZIRLANIYOR...,0,365,0,0,365,0,0
0.0655,12506,Rest,HAZIRLANIYOR...,0,347,0,0,373,2,0
0.0656,12507,Rest,HAZIRLANIYOR...,0,324,0,0,368,1,3
0.0656,12508,Rest,HAZIRLANIYOR...,0,294,0,0,355,2,5
0.0659,12509,Rest,HAZIRLANIYOR...,0,252,0,0,339,4,1
0.0660,12510,Rest,HAZIRLANIYOR...,0,196,0,18,325,0,0
0.0660,12511,Rest,HAZIRLANIYOR...,0,129,1,36,314,0,5
0.0660,12512,Rest,HAZIRLANIYOR...,0,60,18,52,291,0,9
0.0660,12513,Rest,HAZIRLANIYOR...,0,0,34,66,241,0,3
0.0661,12514,Rest,HAZIRLANIYOR...,0,0,49,77,164,0,0
0.0661,12515,Rest,HAZIRLANIYOR...,0,0,61,84,75,0,0
0.0661,12516,Rest,HAZIRLANIYOR...,0,0,72,89,0,0,0
0.0661,12517,Rest,HAZIRLANIYOR...,0,0,80,92,0,0,0
0.0662,12518,Rest,HAZIRLANIYOR...,0,0,86,92,0,0,0
0.0662,12519,Rest,HAZIRLANIYOR...,0,0,91,89,0,0,0
0.0662,12520,Rest,HAZIRLANIYOR...,0,0,92,83,0,0,0
0.0662,12521,Rest,HAZIRLANIYOR...,0,0,89,76,0,0,0
0.0663,12522,Rest,HAZIRLANIYOR...,0,0,84,67,0,0,0
0.0664,12523,Rest,HAZIRLANIYOR...,0,0,79,56,0,0,0
0.0894,12524,Rest,HAZIRLANIYOR...,0,0,71,42,0,0,0
0.0895,12525,Rest,HAZIRLANIYOR...,0,0,59,25,0,0,0
0.0895,12526,Rest,HAZIRLANIYOR...,0,0,44,7,0,0,0
0.0896,12527,Rest,HAZIRLANIYOR...,0,0,27,0,0,0,0
0.0896,12528,Rest,HAZIRLANIYOR...,0,0,10,0,0,0,0
0.0896,12529,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,0
0.0896,12530,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,0
0.0923,12531,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,0
0.0923,12532,Rest,HAZIRLANIYOR...,0,0,0,0,0,1,0
0.0923,12533,Rest,HAZIRLANIYOR...,0,0,0,0,2,5,0
0.0924,12534,Rest,HAZIRLANIYOR...,0,0,0,0,74,7,0
0.0924,12535,Rest,HAZIRLANIYOR...,0,0,0,0,143,6,2
0.1001,12536,Rest,HAZIRLANIYOR...,0,0,0,0,201,5,1
0.1002,12537,Rest,HAZIRLANIYOR...,0,0,0,0,238,5,0
0.1002,12538,Rest,HAZIRLANIYOR...,0,0,0,0,270,5,0
0.1003,12539,Rest,HAZIRLANIYOR...,0,0,0,0,308,4,0
0.1003,12540,Rest,HAZIRLANIYOR...,0,0,0,0,343,3,0
0.1003,12541,Rest,HAZIRLANIYOR...,0,0,0,0,363,4,0
0.1003,12542,Rest,HAZIRLANIYOR...,0,0,0,0,366,4,0
0.1003,12543,Rest,HAZIRLANIYOR...,0,17,0,0,359,2,0
0.1004,12544,Rest,HAZIRLANIYOR...,0,85,0,0,342,1,0
0.1004,12545,Rest,HAZIRLANIYOR...,0,154,15,6,322,1,0
0.1007,12546,Rest,HAZIRLANIYOR...,0,211,34,22,312,2,0
0.1008,12547,Rest,HAZIRLANIYOR...,0,253,54,36,307,2,0
0.1008,12548,Rest,HAZIRLANIYOR...,0,282,72,50,283,0,0
0.1008,12549,Rest,HAZIRLANIYOR...,0,299,87,62,219,0,0
0.1008,12550,Rest,HAZIRLANIYOR...,0,307,100,71,127,0,2
0.1009,12551,Rest,HAZIRLANIYOR...,0,310,113,75,33,0,4
0.1009,12552,Rest,HAZIRLANIYOR...,0,312,122,73,0,0,1
0.1009,12553,Rest,HAZIRLANIYOR...,0,313,128,70,0,0,0
0.1009,12554,Rest,HAZIRLANIYOR...,0,307,131,71,0,0,0
0.1010,12555,Rest,HAZIRLANIYOR...,0,291,130,73,0,0,0
0.1010,12556,Rest,HAZIRLANIYOR...,0,264,126,70,0,0,3
0.1010,12557,Rest,HAZIRLANIYOR...,0,231,119,61,0,0,3
0.1012,12558,Rest,HAZIRLANIYOR...,0,197,109,51,0,0,1
0.1012,12559,Rest,HAZIRLANIYOR...,0,163,96,40,0,0,0
0.1013,12560,Rest,HAZIRLANIYOR...,0,123,81,29,0,0,0
0.1013,12561,Rest,HAZIRLANIYOR...,0,76,63,18,0,0,0
0.1013,12562,Rest,HAZIRLANIYOR...,0,26,42,4,0,0,1
0.1013,12563,Rest,HAZIRLANIYOR...,0,0,20,0,0,0,4
0.1014,12564,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,9
0.1014,12565,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,10
0.1014,12566,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,1
0.1014,12567,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,0
0.1014,12568,Rest,HAZIRLANIYOR...,0,0,0,0,0,11,0
0.1014,12569,Rest,HAZIRLANIYOR...,0,0,0,0,35,17,0
0.1015,12570,Rest,HAZIRLANIYOR...,0,0,0,0,102,16,0
0.1015,12571,Rest,HAZIRLANIYOR...,0,0,0,0,163,10,0
0.1015,12572,Rest,HAZIRLANIYOR...,0,0,0,0,213,2,0
0.1015,12573,Rest,HAZIRLANIYOR...,0,0,0,0,258,0,4
0.1015,12574,Rest,HAZIRLANIYOR...,0,0,0,0,300,0,3
0.1015,12575,Rest,HAZIRLANIYOR...,0,0,0,0,339,0,0
0.1015,12576,Rest,HAZIRLANIYOR...,0,0,0,0,374,1,0
0.1016,12577,Rest,HAZIRLANIYOR...,0,0,0,0,392,0,1
0.1016,12578,Rest,HAZIRLANIYOR...,0,0,0,0,375,0,2
0.1016,12579,Rest,HAZIRLANIYOR...,0,0,0,12,338,0,1
0.1016,12580,Rest,HAZIRLANIYOR...,0,0,0,21,316,0,2
0.1017,12581,Rest,HAZIRLANIYOR...,0,0,0,28,314,4,7
0.1017,12582,Rest,HAZIRLANIYOR...,0,23,0,34,314,9,10
0.1017,12583,Rest,HAZIRLANIYOR...,0,66,0,42,295,8,1
0.1017,12584,Rest,HAZIRLANIYOR...,0,116,0,50,243,1,0
0.1018,12585,Rest,HAZIRLANIYOR...,0,170,5,57,160,0,0
0.1018,12586,Rest,HAZIRLANIYOR...,0,220,16,63,68,0,0
0.1019,12587,Rest,HAZIRLANIYOR...,0,264,24,68,0,0,0
0.1134,12588,Rest,HAZIRLANIYOR...,0,300,32,69,0,0,0
0.1136,12589,Rest,HAZIRLANIYOR...,0,327,40,69,0,0,0
0.1136,12590,Rest,HAZIRLANIYOR...,0,342,46,69,0,0,0
0.1136,12591,Rest,HAZIRLANIYOR...,0,346,50,69,0,0,0
0.1137,12592,Rest,HAZIRLANIYOR...,0,343,52,66,0,0,0
0.1137,12593,Rest,HAZIRLANIYOR...,0,336,51,62,0,1,0
0.1138,12594,Rest,HAZIRLANIYOR...,0,323,47,57,0,0,2
0.1138,12595,Rest,HAZIRLANIYOR...,0,303,40,49,0,0,2
0.1138,12596,Rest,HAZIRLANIYOR...,0,278,32,37,0,0,1
0.1138,12597,Rest,HAZIRLANIYOR...,0,253,21,22,0,0,0
0.1138,12598,Rest,HAZIRLANIYOR...,0,228,9,6,0,0,0
0.1140,12599,Rest,HAZIRLANIYOR...,0,201,0,0,0,0,0
0.1140,12600,Rest,HAZIRLANIYOR...,0,170,0,0,0,0,2
0.1140,12601,Rest,HAZIRLANIYOR...,0,134,0,0,0,0,3
0.1141,12602,Rest,HAZIRLANIYOR...,0,92,0,0,0,0,0
0.1141,12603,Rest,HAZIRLANIYOR...,0,46,0,0,0,2,0
0.1141,12604,Rest,HAZIRLANIYOR...,0,0,0,0,12,3,9
0.1141,12605,Rest,HAZIRLANIYOR...,0,0,0,0,82,2,19
0.1141,12606,Rest,HAZIRLANIYOR...,0,0,0,0,144,5,13
0.1142,12607,Rest,HAZIRLANIYOR...,0,0,0,0,196,7,0
0.1143,12608,Rest,HAZIRLANIYOR...,0,0,0,0,243,5,0
0.1144,12609,Rest,HAZIRLANIYOR...,0,0,0,0,289,0,0
0.1295,12610,Rest,HAZIRLANIYOR...,0,0,0,0,330,0,0
0.1296,12611,Rest,HAZIRLANIYOR...,0,0,0,0,360,1,7
0.1296,12612,Rest,HAZIRLANIYOR...,0,0,0,0,374,3,8
0.1297,12613,Rest,HAZIRLANIYOR...,0,0,0,0,373,2,1
0.1297,12614,Rest,HAZIRLANIYOR...,0,0,0,0,360,1,0
0.1297,12615,Rest,HAZIRLANIYOR...,0,0,0,0,343,0,0
0.1297,12616,Rest,HAZIRLANIYOR...,0,0,0,0,327,0,0
0.1297,12617,Rest,HAZIRLANIYOR...,0,0,0,1,317,0,0
0.1298,12618,Rest,HAZIRLANIYOR...,0,22,2,17,305,0,0
0.1298,12619,Rest,HAZIRLANIYOR...,0,48,16,25,267,0,0
0.1298,12620,Rest,HAZIRLANIYOR...,0,65,30,34,196,0,4
0.1298,12621,Rest,HAZIRLANIYOR...,0,65,43,46,106,0,4
0.1298,12622,Rest,HAZIRLANIYOR...,0,50,55,58,17,1,0
0.1299,12623,Rest,HAZIRLANIYOR...,0,29,66,68,0,6,0
0.1299,12624,Rest,HAZIRLANIYOR...,0,8,77,74,0,3,0
0.1299,12625,Rest,HAZIRLANIYOR...,0,0,84,76,0,0,0
0.1299,12626,Rest,HAZIRLANIYOR...,0,0,87,75,0,0,0
0.1300,12627,Rest,HAZIRLANIYOR...,0,0,89,72,0,0,0
0.1300,12628,Rest,HAZIRLANIYOR...,0,0,88,67,0,0,0
0.1300,12629,Rest,HAZIRLANIYOR...,0,0,84,58,0,0,3
0.1300,12630,Rest,HAZIRLANIYOR...,0,0,76,47,0,0,7
0.1300,12631,Rest,HAZIRLANIYOR...,0,0,65,34,0,3,2
0.1300,12632,Rest,HAZIRLANIYOR...,0,0,53,21,0,6,0
0.1300,12633,Rest,HAZIRLANIYOR...,0,0,39,9,0,4,0
0.1301,12634,Rest,HAZIRLANIYOR...,0,0,26,0,0,1,0
0.1301,12635,Rest,HAZIRLANIYOR...,0,0,13,0,0,0,0
0.1302,12636,Rest,HAZIRLANIYOR...,0,0,2,0,0,3,0
0.1302,12637,Rest,HAZIRLANIYOR...,0,0,0,0,0,9,0
0.1639,12638,Rest,HAZIRLANIYOR...,0,0,0,0,0,13,3
0.1640,12639,Rest,HAZIRLANIYOR...,0,0,0,0,0,7,8
0.1640,12640,Rest,HAZIRLANIYOR...,0,0,0,0,44,0,4
0.1640,12641,Rest,HAZIRLANIYOR...,0,0,0,0,109,0,0
0.1656,12642,Rest,HAZIRLANIYOR...,0,0,0,0,161,1,0
0.1657,12643,Rest,HAZIRLANIYOR...,0,0,0,0,209,5,0
0.1657,12644,Rest,HAZIRLANIYOR...,0,0,0,0,260,7,0
0.1657,12645,Rest,HAZIRLANIYOR...,0,0,0,0,309,2,0
0.1658,12646,Rest,HAZIRLANIYOR...,0,0,0,0,347,0,0
0.1658,12647,Rest,HAZIRLANIYOR...,0,23,0,0,369,0,0
0.1658,12648,Rest,HAZIRLANIYOR...,0,54,0,0,376,0,7
0.1658,12649,Rest,HAZIRLANIYOR...,0,75,0,0,371,0,16
0.1659,12650,Rest,HAZIRLANIYOR...,0,88,0,0,361,0,16
0.1659,12651,Rest,HAZIRLANIYOR...,0,94,13,0,347,0,6
0.1659,12652,Rest,HAZIRLANIYOR...,0,95,26,4,327,0,0
0.1660,12653,Rest,HAZIRLANIYOR...,0,95,40,22,301,0,0
0.1660,12654,Rest,HAZIRLANIYOR...,0,92,52,39,269,0,0
0.1660,12655,Rest,HAZIRLANIYOR...,0,88,63,55,224,0,0
0.1660,12656,Rest,HAZIRLANIYOR...,0,83,71,69,154,0,0
0.1660,12657,Rest,HAZIRLANIYOR...,0,74,80,81,65,0,0
0.1660,12658,Rest,HAZIRLANIYOR...,0,60,87,89,0,0,0
0.1661,12659,Rest,HAZIRLANIYOR...,0,40,92,95,0,0,0
0.1661,12660,Rest,HAZIRLANIYOR...,0,22,94,98,0,0,3
0.1661,12661,Rest,HAZIRLANIYOR...,0,7,92,99,0,0,7
0.1661,12662,Rest,HAZIRLANIYOR...,0,0,88,95,0,0,2
0.1661,12663,Rest,HAZIRLANIYOR...,0,0,84,89,0,0,0
0.1662,12664,Rest,HAZIRLANIYOR...,0,0,77,83,0,0,0
0.1662,12665,Rest,HAZIRLANIYOR...,0,0,67,73,0,0,0
0.1662,12666,Rest,HAZIRLANIYOR...,0,0,55,60,0,0,1
0.1662,12667,Rest,HAZIRLANIYOR...,0,8,43,44,0,0,0
0.1662,12668,Rest,HAZIRLANIYOR...,0,26,31,30,0,0,0
0.1663,12669,Rest,HAZIRLANIYOR...,0,46,17,18,0,0,0
0.1663,12670,Rest,HAZIRLANIYOR...,0,65,3,5,0,0,0
0.1663,12671,Rest,HAZIRLANIYOR...,0,80,0,0,0,1,1
0.1663,12672,Rest,HAZIRLANIYOR...,0,93,0,0,0,1,1
0.1663,12673,Rest,HAZIRLANIYOR...,0,104,0,0,0,3,2
0.1664,12674,Rest,HAZIRLANIYOR...,0,116,0,0,0,4,3
0.1664,12675,Rest,HAZIRLANIYOR...,0,121,0,0,14,2,1
0.1664,12676,Rest,HAZIRLANIYOR...,0,110,0,0,81,0,0
0.1664,12677,Rest,HAZIRLANIYOR...,0,96,0,0,142,0,0
0.1664,12678,Rest,HAZIRLANIYOR...,0,98,0,0,196,4,1
0.1665,12679,Rest,HAZIRLANIYOR...,0,113,0,0,242,10,8
0.1665,12680,Rest,HAZIRLANIYOR...,0,126,0,0,285,13,12
0.1665,12681,Rest,HAZIRLANIYOR...,0,136,0,0,324,7,6
0.1665,12682,Rest,HAZIRLANIYOR...,0,148,0,0,354,0,0
0.1665,12683,Rest,HAZIRLANIYOR...,0,169,0,0,369,0,0
0.1665,12684,Rest,HAZIRLANIYOR...,0,197,0,0,370,0,0
0.1666,12685,Rest,HAZIRLANIYOR...,0,225,0,0,359,0,0
0.1666,12686,Rest,HAZIRLANIYOR...,0,241,0,0,343,0,0
0.1666,12687,Rest,HAZIRLANIYOR...,0,240,0,0,329,2,0
0.1666,12688,Rest,HAZIRLANIYOR...,0,223,0,6,318,0,0
0.1667,12689,Rest,HAZIRLANIYOR...,0,197,0,16,299,1,2
0.1667,12690,Rest,HAZIRLANIYOR...,0,172,13,28,257,6,7
0.1667,12691,Rest,HAZIRLANIYOR...,0,148,29,40,184,8,11
0.1667,12692,Rest,HAZIRLANIYOR...,0,123,42,49,95,1,11
0.1668,12693,Rest,HAZIRLANIYOR...,0,93,53,56,5,0,7
0.1670,12694,Rest,HAZIRLANIYOR...,0,59,63,62,0,0,0
0.1670,12695,Rest,HAZIRLANIYOR...,0,23,70,68,0,0,0
0.1670,12696,Rest,HAZIRLANIYOR...,0,0,75,73,0,0,0
0.1670,12697,Rest,HAZIRLANIYOR...,0,0,77,76,0,0,0
0.1670,12698,Rest,HAZIRLANIYOR...,0,0,76,77,0,0,0
0.1671,12699,Rest,HAZIRLANIYOR...,0,0,73,75,0,0,0
0.1671,12700,Rest,HAZIRLANIYOR...,0,0,66,71,0,0,0
0.1671,12701,Rest,HAZIRLANIYOR...,0,0,57,64,0,0,0
0.1671,12702,Rest,HAZIRLANIYOR...,0,0,46,53,0,6,0
0.1754,12703,Rest,HAZIRLANIYOR...,0,0,34,38,0,10,2
0.1757,12704,Rest,HAZIRLANIYOR...,0,0,21,21,0,4,1
0.1757,12705,Rest,HAZIRLANIYOR...,0,0,7,6,0,0,0
0.1757,12706,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,0
0.1757,12707,Rest,HAZIRLANIYOR...,0,0,0,0,0,0,2
0.1757,12708,Rest,HAZIRLANIYOR...,0,0,0,0,0,6,7
0.1758,12709,Rest,HAZIRLANIYOR...,0,0,0,0,0,9,10
0.1758,12710,Rest,HAZIRLANIYOR...,0,0,0,0,0,4,5
0.1758,12711,Rest,HAZIRLANIYOR...,0,0,0,0,53,0,0
0.1758,12712,Rest,HAZIRLANIYOR...,0,0,0,0,121,0,0
0.1758,12713,Rest,HAZIRLANIYOR...,0,0,0,0,183,0,0
0.1758,12714,Rest,HAZIRLANIYOR...,0,0,0,0,234,0,0
0.1759,12715,Rest,HAZIRLANIYOR...,0,0,0,0,272,1,0
0.1759,12716,Rest,HAZIRLANIYOR...,0,0,0,0,306,2,0
0.1759,12717,Rest,HAZIRLANIYOR...,0,7,0,0,343,2,0
0.1760,12718,Rest,HAZIRLANIYOR...,0,55,0,0,371,3,0
0.1910,12719,Rest,HAZIRLANIYOR...,0,101,0,0,374,7,0
0.1912,12720,Rest,HAZIRLANIYOR...,0,144,0,0,358,8,0
0.1912,12721,Rest,HAZIRLANIYOR...,0,187,0,0,338,2,0
0.1912,12722,Rest,HAZIRLANIYOR...,0,227,0,0,326,0,0
0.1912,12723,Rest,HAZIRLANIYOR...,0,261,0,8,320,0,0
0.1912,12724,Rest,HAZIRLANIYOR...,0,285,0,23,312,0,0
0.1912,12725,Rest,HAZIRLANIYOR...,0,299,12,38,290,1,0
0.1913,12726,Rest,HAZIRLANIYOR...,0,304,26,52,236,0,0
0.1913,12727,Rest,HAZIRLANIYOR...,0,297,39,65,147,0,0
0.1913,12728,Rest,HAZIRLANIYOR...,0,277,52,73,45,0,0
0.1913,12729,Rest,HAZIRLANIYOR...,0,247,67,77,0,0,4
0.1913,12730,Rest,HAZIRLANIYOR...,0,209,81,77,0,0,8
0.1914,12731,Rest,HAZIRLANIYOR...,0,160,92,74,0,0,3
0.1914,12732,Rest,HAZIRLANIYOR...,0,98,99,70,0,0,0
0.1914,12733,Rest,HAZIRLANIYOR...,0,24,102,65,0,0,0
0.1914,12734,Rest,HAZIRLANIYOR...,0,0,102,58,0,0,0
0.1914,12735,Rest,HAZIRLANIYOR...,0,0,99,50,0,0,0
0.1914,12736,Rest,HAZIRLANIYOR...,0,0,93,39,0,0,0
0.1915,12737,Rest,HAZIRLANIYOR...,0,0,83,25,0,0,0
0.1915,12738,Rest,HAZIRLANIYOR...,0,0,70,9,0,0,0
0.1915,12739,Rest,HAZIRLANIYOR...,0,0,55,0,0,0,0
0.1915,12740,Rest,HAZIRLANIYOR...,0,0,40,0,0,1,0
0.1916,12741,Rest,HAZIRLANIYOR...,0,0,24,0,0,5,1
0.1916,12742,Rest,HAZIRLANIYOR...,0,0,8,0,0,7,3
